product_id,product_category,sub_type,model_name,capacity_tons,capacity_liters,capacity_kg,capacity_place_settings,technology,feature_1,energy_rating_stars,color,price_inr,manufacturing_date,warranty_years,customer_rating,city,platform,discount_offered,availability,warranty_duration_months,review_sentiment,return_status,complaint_text,resolved_status,review_date,reviewer_location,product_name,username
180,Fans,Table Fan,I-Cool,NULL,NULL,NULL,NULL,NULL,Remote Control,NULL,White,2950,2023-06-09,2,4.4,Tiruppur,Amazon,5,In Stock,24,Positive,No,NULL,Resolved,2023-07-14,Tiruppur,Havells I-Cool 400mm Table Fan,user563
181,Air Cooler,Tower,Aura,NULL,35,NULL,NULL,Honeycomb Pads,Auto Drain,NULL,White,8400,2023-05-25,1,4.1,Vellore,Croma,10,In Stock,12,Positive,No,NULL,Resolved,2023-06-29,Vellore,Havells Aura 35L Tower Air Cooler,user674
182,Geyser,Gas,Powerflame,NULL,6,NULL,NULL,NULL,Flame Failure Device,NULL,White,5900,2023-03-30,2,4.5,Kakinada,Flipkart,10,In Stock,24,Positive,No,NULL,Resolved,2023-05-04,Kakinada,Havells Powerflame 6 L Gas Water Heater,user785
183,Kitchen Appliances,Hand Blender,Power Mix,NULL,NULL,NULL,NULL,Detachable stem,2-speed setting,NULL,White,1450,2023-02-20,1,4.2,Rajahmundry,Amazon,8,In Stock,12,Positive,No,NULL,Resolved,2023-03-27,Rajahmundry,Havells Power Mix Hand Blender,user896
184,Fans,Ceiling Fan,Octet,NULL,NULL,NULL,NULL,8 Blade,Wider Air Delivery,NULL,Pearl White-Silver,8900,2023-01-09,2,4.6,Anantapur,Havells Store,5,In Stock,24,Positive,No,NULL,Resolved,2023-02-13,Anantapur,Havells Octet 1320mm Ceiling Fan,user997
185,Air Conditioner,Split AC,Lloyd GLS12I3FWGAV,1,NULL,NULL,NULL,Inverter,Self Diagnosis,3,White,35500,2023-05-19,1,4.1,Kurnool,Reliance Digital,12,In Stock,12,Positive,No,NULL,Resolved,2023-06-23,Kurnool,Lloyd 1 Ton 3 Star Inverter Split AC,user120
186,Washing Machine,Top Load,Lloyd LWMT65,NULL,NULL,6.5,NULL,4D Wash,Auto Restart,5,Maroon,15800,2023-04-30,2,4,Karimnagar,Amazon,10,In Stock,24,Positive,No,NULL,Resolved,2023-06-04,Karimnagar,Lloyd 6.5 kg 5 Star Fully-Automatic Top Load Washing Machine,user231
187,Refrigerator,Single Door,Lloyd GLDF235SBBT2EB,NULL,235,NULL,NULL,Direct Cool,Anti-Bacterial Gasket,5,Silver,17800,2023-03-15,1,4.3,Nizamabad,Flipkart,10,In Stock,12,Positive,No,NULL,Resolved,2023-04-19,Nizamabad,Lloyd 235 L 5 Star Direct Cool Single Door Refrigerator,user342
188,Water Purifier,RO,Prime,NULL,8,NULL,NULL,RO+UV,Absolute Safety,NULL,White,12800,2023-02-25,1,4.5,Khammam,Tata Cliq,10,In Stock,12,Positive,No,NULL,Resolved,2023-04-02,Khammam,Havells Prime 8-litres RO+UV Water Purifier,user453
189,Fans,Exhaust Fan,Ventilair Sleek,NULL,NULL,NULL,NULL,NULL,Stylish Design,NULL,White,1550,2023-06-20,1,4.3,Ramagundam,Amazon,8,In Stock,12,Positive,No,NULL,Resolved,2023-07-25,Ramagundam,Havells Ventilair Sleek 150mm Exhaust Fan,user564
190,Air Cooler,Personal,Trendy,NULL,18,NULL,NULL,Honeycomb Pads,Compact Design,NULL,White,4900,2023-05-20,1,3.7,Mahbubnagar,Croma,10,In Stock,12,Neutral,No,NULL,Resolved,2023-06-24,Mahbubnagar,Havells Trendy 18L Personal Air Cooler,user675
191,Geyser,Storage,Orizzonte,NULL,15,NULL,NULL,Digital Display,Smart Mode,5,White,11800,2023-03-12,2,4.8,Srikakulam,Flipkart,12,In Stock,24,Positive,No,NULL,Resolved,2023-04-16,Srikakulam,Havells Orizzonte 15 L Storage Water Heater,user786
192,Kitchen Appliances,Pop-up Toaster,Crisp Plus,NULL,NULL,NULL,NULL,7 heat settings,Reheat function,NULL,White,1750,2023-02-03,1,4.1,Kadapa,Amazon,10,In Stock,12,Positive,No,NULL,Resolved,2023-03-10,Kadapa,Havells Crisp Plus 700-Watt Pop-up Toaster,user897
193,Fans,Ceiling Fan,Andria,NULL,NULL,NULL,NULL,Dust Resistant,Wider Tip Blades,5,Espresso Brown,4400,2023-02-01,2,4.4,Chittoor,Havells Store,5,In Stock,24,Positive,No,NULL,Resolved,2023-03-08,Chittoor,Havells Andria 1200mm Ceiling Fan,user998
194,Air Conditioner,Split AC,Lloyd GLS18I5FWGEX,1.5,NULL,NULL,NULL,Inverter,100% Copper,5,White,49500,2023-05-12,1,4.6,Hindupur,Reliance Digital,15,In Stock,12,Positive,No,NULL,Resolved,2023-06-16,Hindupur,Lloyd 1.5 Ton 5 Star Inverter Split AC,user121
195,Washing Machine,Front Load,Lloyd LWMF100,NULL,NULL,10,NULL,Inverter Motor,Refresh Cycle,5,Silver,39500,2023-04-15,2,4.6,Eluru,Amazon,12,In Stock,24,Positive,No,NULL,Resolved,2023-05-20,Eluru,Lloyd 10 kg 5 Star Inverter Fully-Automatic Front Loading Washing Machine,user232
196,Refrigerator,Double Door,Lloyd GLFF412ADST2EB,NULL,412,NULL,NULL,Frost Free,Convertible,2,Steel,39800,2023-03-08,1,4.3,Ongole,Flipkart,10,In Stock,12,Positive,No,NULL,Resolved,2023-04-12,Ongole,Lloyd 412 L 2 Star Frost Free Double Door Refrigerator,user343
197,Water Purifier,UV,Aquas,NULL,7,NULL,NULL,UV+UF,5 Stage Purification,NULL,White,8400,2023-02-18,1,4.3,Tenali,Tata Cliq,10,In Stock,12,Positive,No,NULL,Resolved,2023-03-25,Tenali,Havells Aquas 7-litres UV+UF Water Purifier,user454
198,Fans,Wall Fan,Sprint,NULL,NULL,NULL,NULL,NULL,Aerodynamic PP Blades,NULL,White,1850,2023-06-03,2,4.1,Bhimavaram,Amazon,8,In Stock,24,Positive,No,NULL,Resolved,2023-07-08,Bhimavaram,Havells Sprint 400mm Wall Fan,user565
199,Air Cooler,Desert,Tornado,NULL,75,NULL,NULL,Honeycomb Pads,Fully Collapsible Louvers,NULL,White,10900,2023-05-13,1,3.9,Madanapalle,Croma,10,In Stock,12,Neutral,No,NULL,Resolved,2023-06-17,Madanapalle,Havells Tornado 75L Desert Air Cooler,user676
200,Geyser,Instant,Bijlee,NULL,1,NULL,NULL,NULL,ISI Marked,NULL,White,2750,2023-03-06,2,4.4,Adoni,Flipkart,12,In Stock,24,Positive,No,NULL,Resolved,2023-04-10,Adoni,Havells Bijlee 1 L Instant Water Heater,user787
201,Fans,Ceiling Fan,Ambrose,NULL,NULL,NULL,NULL,BLDC Motor,Remote Control,5,Ivory,3550,2023-05-14,2,4.6,Mumbai,Amazon,10,In Stock,24,Positive,No,NULL,Resolved,2023-06-17,Mumbai,Havells Ambrose 1200mm Ceiling Fan,user125
202,Air Conditioner,Split AC,Lloyd GLS18I5FWBEV,1.5,NULL,NULL,NULL,Inverter,5 in 1 Convertible,5,White,45200,2023-04-22,1,4.3,Delhi,Flipkart,15,In Stock,12,Positive,No,NULL,Resolved,2023-05-27,Delhi,Lloyd 1.5 Ton 5 Star Inverter Split AC,user458
203,Washing Machine,Top Load,Lloyd LWMT75,NULL,NULL,7.5,NULL,5D Wash,In-built Heater,5,Grey,18100,2023-03-12,2,4.1,Bangalore,Reliance Digital,5,In Stock,24,Positive,No,NULL,Resolved,2023-04-14,Bangalore,Lloyd 7.5 kg 5 Star Fully-Automatic Top Load Washing Machine,user791
204,Refrigerator,Single Door,Lloyd GLDF205SBBT2EB,NULL,195,NULL,NULL,Direct Cool,Base stand with drawer,5,Red,16100,2023-02-17,1,4.4,Chennai,Tata Cliq,12,In Stock,12,Positive,No,NULL,Resolved,2023-03-22,Chennai,Lloyd 195 L 5 Star Inverter Direct Cool Single Door Refrigerator,user103
205,Water Purifier,RO,Max,NULL,7,NULL,NULL,RO+UV,Mineralz,NULL,Black,12100,2023-01-27,1,4.7,Hyderabad,Amazon,10,In Stock,12,Positive,No,NULL,Resolved,2023-03-02,Hyderabad,Havells Max 7-litres RO+UV Water Purifier,user204
206,Fans,Exhaust Fan,Ventilair DX,NULL,NULL,NULL,NULL,NULL,Low Noise,NULL,White,1520,2023-06-03,1,4.2,Kolkata,Flipkart,8,In Stock,12,Positive,No,NULL,Resolved,2023-07-07,Kolkata,Havells Ventilair DX 200mm Exhaust Fan,user305
207,Air Cooler,Personal,Fria,NULL,25,NULL,NULL,Honeycomb Pads,Ice Chamber,NULL,White,6100,2023-05-20,1,4,Pune,Croma,10,In Stock,12,Positive,No,NULL,Resolved,2023-06-24,Pune,Havells Fria 25L Personal Air Cooler,user406
208,Dishwasher,NULL,Lloyd Puro Hygiene+,NULL,NULL,NULL,14,NULL,Half Load,NULL,Silver,35100,2023-04-07,2,4.5,Ahmedabad,Vijay Sales,15,In Stock,24,Positive,No,NULL,Resolved,2023-05-12,Ahmedabad,Lloyd Puro Hygiene+ 14 Place Settings Dishwasher,user507
209,Geyser,Storage,Adonia R,NULL,25,NULL,NULL,Color changing LED,Feather Touch,5,White,13100,2023-03-24,2,4.8,Jaipur,Amazon,12,In Stock,24,Positive,No,NULL,Resolved,2023-04-28,Jaipur,Havells Adonia R 25 L Storage Water Heater,user608
210,Kitchen Appliances,Mixer Grinder,Silencio,NULL,NULL,NULL,NULL,Digital Display,Hands-free operation,NULL,Black,8100,2023-02-10,2,4.3,Lucknow,Flipkart,10,In Stock,24,Positive,No,NULL,Resolved,2023-03-17,Lucknow,Havells Silencio 750W Mixer Grinder,user709
211,Fans,Pedestal Fan,V3,NULL,NULL,NULL,NULL,Jerk-free Oscillation,Aerodynamic Blades,NULL,White,2550,2023-06-12,2,4.4,Chandigarh,Havells Store,5,In Stock,24,Positive,No,NULL,Resolved,2023-07-17,Chandigarh,Havells V3 400mm Pedestal Fan,user810
212,Air Conditioner,Window AC,Lloyd GLW18B32WADS,1.5,NULL,NULL,NULL,NULL,Auto Restart,3,White,32200,2023-05-27,1,4.1,Surat,Reliance Digital,10,In Stock,12,Positive,No,NULL,Resolved,2023-07-02,Surat,Lloyd 1.5 Ton 3 Star Window AC,user911
213,Washing Machine,Front Load,Lloyd LWMF80,NULL,NULL,8,NULL,Inverter Motor,Steam Wash,5,Silver,30200,2023-04-17,2,4.6,Indore,Amazon,15,In Stock,24,Positive,No,NULL,Resolved,2023-05-22,Indore,Lloyd 8 kg 5 Star Inverter Fully-Automatic Front Loading Washing Machine,user113
214,Refrigerator,Double Door,Lloyd GLFF282EDST1EB,NULL,282,NULL,NULL,Frost Free,Twist Ice Maker,2,Steel,25200,2023-03-07,1,4.2,Nagpur,Flipkart,12,In Stock,12,Positive,No,NULL,Resolved,2023-04-12,Nagpur,Lloyd 282 L 2 Star Frost Free Double Door Refrigerator,user224
215,Water Purifier,UV,Pro,NULL,8,NULL,NULL,UV+UF,iProtect,NULL,White,9100,2023-02-22,1,4.5,Coimbatore,Tata Cliq,10,In Stock,12,Positive,No,NULL,Resolved,2023-03-27,Coimbatore,Havells Pro 8-litres UV+UF Water Purifier,user335
216,Fans,Wall Fan,Swing,NULL,NULL,NULL,NULL,NULL,Remote Control,NULL,White,2050,2023-06-20,2,4.3,Bhopal,Amazon,8,In Stock,24,Positive,No,NULL,Resolved,2023-07-24,Bhopal,Havells Swing 400mm Wall Fan,user446
217,Air Cooler,Desert,Brina,NULL,50,NULL,NULL,Honeycomb Pads,Auto Fill,NULL,White,8100,2023-05-04,1,3.9,Ludhiana,Croma,10,In Stock,12,Neutral,No,NULL,Resolved,2023-06-08,Ludhiana,Havells Brina 50L Desert Air Cooler,user557
218,Dishwasher,NULL,Lloyd Puro Hygiene+ Mini,NULL,NULL,NULL,8,NULL,Compact,NULL,White,20200,2023-04-30,2,4.7,Visakhapatnam,Vijay Sales,15,In Stock,24,Positive,No,NULL,Resolved,2023-06-04,Visakhapatnam,Lloyd Puro Hygiene+ Mini 8 Place Settings Dishwasher,user668
219,Geyser,Instant,Instanio,NULL,3,NULL,NULL,Color changing LED,Fire-retardant cable,NULL,White,3550,2023-03-14,2,4.6,Patna,Flipkart,12,In Stock,24,Positive,No,NULL,Resolved,2023-04-18,Patna,Havells Instanio 3 L Instant Water Heater,user779
220,Kitchen Appliances,Induction Cooktop,Insta Cook,NULL,NULL,NULL,NULL,Soft-touch buttons,Auto-pan detection,NULL,Black,3050,2023-02-27,1,4.4,Agra,Amazon,10,In Stock,12,Positive,No,NULL,Resolved,2023-04-03,Agra,Havells Insta Cook PT 1600-Watt Induction Cooktop,user890
221,Fans,Ceiling Fan,Trinity,NULL,NULL,NULL,NULL,BLDC Motor,Underlight,5,Bronze,7100,2023-01-17,2,4.7,Kanpur,Havells Store,5,In Stock,24,Positive,No,NULL,Resolved,2023-02-22,Kanpur,Havells Trinity 1200mm Underlight Ceiling Fan,user1000
222,Air Conditioner,Split AC,Lloyd GLS24I3FWSEL,2,NULL,NULL,NULL,Inverter,Wi-fi Enabled,3,White,55500,2023-05-10,1,4.2,Varanasi,Reliance Digital,10,In Stock,12,Positive,No,NULL,Resolved,2023-06-14,Varanasi,Lloyd 2 Ton 3 Star Inverter Split AC,user114
223,Washing Machine,Semi-Automatic,Lloyd LWMS72,NULL,NULL,7.2,NULL,3 Wash Program,Castor Wheels,5,Maroon,10100,2023-04-24,2,4,Ghaziabad,Amazon,8,In Stock,24,Positive,No,NULL,Resolved,2023-05-29,Ghaziabad,Lloyd 7.2 kg Semi-Automatic Top Loading Washing Machine,user225
224,Refrigerator,Side-by-Side,Lloyd GLSF590DGLT1EB,NULL,590,NULL,NULL,Inverter,Super Freeze,NULL,Glass,75500,2023-03-20,1,4.6,Faridabad,Flipkart,20,In Stock,12,Positive,No,NULL,Resolved,2023-04-24,Faridabad,Lloyd 590 L Frost Free Side-by-Side Refrigerator,user336
225,Water Purifier,Alkaline,Gracia,NULL,6.5,NULL,NULL,Alkaline,Hot & Cold,NULL,Black,25200,2023-02-03,1,4.8,Meerut,Tata Cliq,15,In Stock,12,Positive,No,NULL,Resolved,2023-03-10,Meerut,Havells Gracia 6.5-litres Alkaline Water Purifier,user447
226,Fans,Table Fan,Cresent,NULL,NULL,NULL,NULL,NULL,High Air Delivery,NULL,White,1820,2023-06-27,2,4.1,Rajkot,Amazon,5,In Stock,24,Positive,No,NULL,Resolved,2023-08-01,Rajkot,Havells Cresent 400mm Table Fan,user558
227,Air Cooler,Tower,Celia,NULL,35,NULL,NULL,Honeycomb Pads,Low Noise,NULL,White,7550,2023-05-13,1,4.1,Jabalpur,Croma,10,In Stock,12,Positive,No,NULL,Resolved,2023-06-17,Jabalpur,Havells Celia 35L Tower Air Cooler,user669
228,Geyser,Gas,Flagro,NULL,6,NULL,NULL,NULL,Overheating Protection,NULL,White,5050,2023-03-30,2,4.3,Jamshedpur,Flipkart,10,In Stock,24,Positive,No,NULL,Resolved,2023-05-04,Jamshedpur,Havells Flagro 6 L Gas Water Heater,user780
229,Kitchen Appliances,Electric Kettle,Aqua Plus,NULL,1.2,NULL,NULL,Double wall,Cool touch body,NULL,Blue,1520,2023-02-14,1,4.5,Asansol,Amazon,8,In Stock,12,Positive,No,NULL,Resolved,2023-03-21,Asansol,Havells Aqua Plus 1.2 litre Electric Kettle,user891
230,Fans,Ceiling Fan,Momenta,NULL,NULL,NULL,NULL,BLDC Motor,Remote Control,5,Brown,4050,2023-01-24,2,4.4,Dhanbad,Havells Store,5,In Stock,24,Positive,No,NULL,Resolved,2023-02-28,Dhanbad,Havells Momenta 1200mm Ceiling Fan,user992
231,Air Conditioner,Split AC,Lloyd GLS12I3FWSV,1,NULL,NULL,NULL,Inverter,Anti-Viral Filter,3,White,35200,2023-06-01,1,4.3,Allahabad,Reliance Digital,12,In Stock,12,Positive,No,NULL,Resolved,2023-07-06,Allahabad,Lloyd 1 Ton 3 Star Inverter Split AC,user115
232,Washing Machine,Top Load,Lloyd LWMT80,NULL,NULL,8,NULL,6D Wash,Near Zero Pressure,5,Black,20100,2023-04-10,2,4.2,Amritsar,Amazon,10,In Stock,24,Positive,No,NULL,Resolved,2023-05-15,Amritsar,Lloyd 8 kg 5 Star Fully-Automatic Top Load Washing Machine,user226
233,Refrigerator,Single Door,Lloyd GLDF195SBBT2EB,NULL,188,NULL,NULL,Direct Cool,Toughened Glass Shelves,5,Red,15100,2023-03-03,1,4.3,Vijayawada,Flipkart,10,In Stock,12,Positive,No,NULL,Resolved,2023-04-07,Vijayawada,Lloyd 188 L 5 Star Direct Cool Single Door Refrigerator,user337
234,Water Purifier,RO,Digitouch,NULL,6,NULL,NULL,RO+UV+Alkaline,Touch Panel,NULL,Champagne,28200,2023-02-20,1,4.9,Srinagar,Tata Cliq,15,In Stock,12,Positive,No,NULL,Resolved,2023-03-27,Srinagar,Havells Digitouch 6-litres RO+UV+Alkaline Water Purifier,user448
235,Fans,Exhaust Fan,Ventilair DXW,NULL,NULL,NULL,NULL,NULL,Automatic Shutter,NULL,White,1850,2023-06-07,1,4.4,Aurangabad,Amazon,8,In Stock,12,Positive,No,NULL,Resolved,2023-07-12,Aurangabad,Havells Ventilair DXW-A 250mm Exhaust Fan,user559
236,Air Cooler,Personal,Tusker,NULL,18,NULL,NULL,Honeycomb Pads,Ice Compartment,NULL,Grey,5550,2023-05-24,1,3.8,Solapur,Croma,10,In Stock,12,Neutral,No,NULL,Resolved,2023-06-28,Solapur,Havells Tusker 18L Personal Air Cooler,user670
237,Geyser,Storage,Magnatron,NULL,15,NULL,NULL,Glassline Inner Container,Whirlflow Technology,5,White,10100,2023-03-17,2,4.7,Ranchi,Flipkart,12,In Stock,24,Positive,No,NULL,Resolved,2023-04-21,Ranchi,Havells Magnatron 15 L Storage Water Heater,user781
238,Kitchen Appliances,Juicer Mixer Grinder,Nutri Art,NULL,NULL,NULL,NULL,2-in-1 Juicing & Blending,Pulp container,NULL,Black,6050,2023-03-02,2,4.2,Jodhpur,Amazon,10,In Stock,24,Positive,No,NULL,Resolved,2023-04-06,Jodhpur,Havells Nutri Art 200W Juicer Mixer Grinder,user892
239,Fans,Ceiling Fan,Stealth Air,NULL,NULL,NULL,NULL,Aerodynamic Profile Blades,Dust Resistant,5,Pearl White,5050,2023-01-07,2,4.5,Guwahati,Havells Store,5,In Stock,24,Positive,No,NULL,Resolved,2023-02-12,Guwahati,Havells Stealth Air 1200mm Ceiling Fan,user993
240,Air Conditioner,Split AC,Lloyd GLS18I3FWAMC,1.5,NULL,NULL,NULL,Inverter,Cools at 52°C,3,White,40200,2023-05-17,1,4.1,Gwalior,Reliance Digital,15,In Stock,12,Positive,No,NULL,Resolved,2023-06-21,Gwalior,Lloyd 1.5 Ton 3 Star Inverter Split AC,user116
241,Washing Machine,Front Load,Lloyd LWMF70,NULL,NULL,7,NULL,Inverter Motor,Eco Wash,5,White,28100,2023-04-03,2,4.4,Madurai,Amazon,12,In Stock,24,Positive,No,NULL,Resolved,2023-05-08,Madurai,Lloyd 7 kg 5 Star Inverter Fully-Automatic Front Loading Washing Machine,user227
242,Refrigerator,Double Door,Lloyd GLFF312ADST2EB,NULL,312,NULL,NULL,Frost Free,Movable Ice Tray,2,Steel,28200,2023-03-27,1,4.1,Hubli,Flipkart,10,In Stock,12,Positive,No,NULL,Resolved,2023-05-01,Hubli,Lloyd 312 L 2 Star Frost Free Double Door Refrigerator,user338
243,Water Purifier,UV,Delite,NULL,6.5,NULL,NULL,UV+UF,Revitalizer,NULL,Sea Green,10100,2023-02-13,1,4.6,Salem,Tata Cliq,10,In Stock,12,Positive,No,NULL,Resolved,2023-03-20,Salem,Havells Delite 6.5-litres UV+UF Water Purifier,user449
244,Fans,Wall Fan,Swing LX,NULL,NULL,NULL,NULL,NULL,Jerk Free Oscillation,NULL,White,2250,2023-06-24,2,4.2,Tiruchirappalli,Amazon,8,In Stock,24,Positive,No,NULL,Resolved,2023-07-29,Tiruchirappalli,Havells Swing LX 400mm Wall Fan,user560
245,Air Cooler,Desert,Koolaire,NULL,51,NULL,NULL,Honeycomb Pads,Powerful Air Delivery,NULL,Grey,9050,2023-05-07,1,4,Bhubaneswar,Croma,10,In Stock,12,Positive,No,NULL,Resolved,2023-06-11,Bhubaneswar,Havells Koolaire 51L Desert Air Cooler,user671
246,Geyser,Instant,Opal,NULL,1,NULL,NULL,NULL,Shock Safe Plug,NULL,White,3050,2023-03-10,2,4.5,Dehradun,Flipkart,12,In Stock,24,Positive,No,NULL,Resolved,2023-04-14,Dehradun,Havells Opal 1 L Instant Water Heater,user782
247,Kitchen Appliances,Sandwich Maker,Toastino,NULL,NULL,NULL,NULL,Non-stick plates,Hinged lock,NULL,Black,1250,2023-02-24,1,4.3,Mysore,Amazon,10,In Stock,12,Positive,No,NULL,Resolved,2023-03-31,Mysore,Havells Toastino 4-Slice Sandwich Maker,user893
248,Fans,Ceiling Fan,Leganza,NULL,NULL,NULL,NULL,4 Blade,Exotic Blade Trims,NULL,Bronze-Gold,6050,2023-01-20,2,4.6,Thiruvananthapuram,Havells Store,5,In Stock,24,Positive,No,NULL,Resolved,2023-02-24,Thiruvananthapuram,Havells Leganza 1200mm Ceiling Fan,user994
249,Air Conditioner,Split AC,Lloyd GLS18I5FWGAV,1.5,NULL,NULL,NULL,Inverter,Green Bio Filter,5,White,48200,2023-05-03,1,4.4,Kochi,Reliance Digital,15,In Stock,12,Positive,No,NULL,Resolved,2023-06-07,Kochi,Lloyd 1.5 Ton 5 Star Inverter Split AC,user117
250,Washing Machine,Semi-Automatic,Lloyd LWMS80,NULL,NULL,8,NULL,4 Wash Program,Buzzer,5,Blue,11100,2023-04-20,2,3.9,Udaipur,Amazon,8,In Stock,24,Neutral,No,NULL,Resolved,2023-05-25,Udaipur,Lloyd 8 kg Semi-Automatic Top Loading Washing Machine,user228
251,Refrigerator,Side-by-Side,Lloyd GLSF600DGLT1EB,NULL,600,NULL,NULL,Inverter,Holiday Mode,NULL,Glass,80500,2023-03-13,1,4.7,Jalandhar,Flipkart,20,In Stock,12,Positive,No,NULL,Resolved,2023-04-17,Jalandhar,Lloyd 600 L Frost Free Side-by-Side Refrigerator,user339
252,Water Purifier,Alkaline,Fab,NULL,7,NULL,NULL,Alkaline,i-Protect Purification,NULL,White,15100,2023-02-06,1,4.7,Warangal,Tata Cliq,15,In Stock,12,Positive,No,NULL,Resolved,2023-03-13,Warangal,Havells Fab 7-litres Alkaline Water Purifier,user450
253,Fans,Table Fan,Velocity,NULL,NULL,NULL,NULL,NULL,Aerodynamically designed blades,NULL,Blue,2020,2023-06-30,2,4.3,Guntur,Amazon,5,In Stock,24,Positive,No,NULL,Resolved,2023-08-04,Guntur,Havells Velocity 400mm Table Fan,user561
254,Air Cooler,Tower,Momenta,NULL,36,NULL,NULL,Honeycomb Pads,Remote Control,NULL,White,9550,2023-05-30,1,4.2,Noida,Croma,10,In Stock,12,Positive,No,NULL,Resolved,2023-07-04,Noida,Havells Momenta 36L Tower Air Cooler,user672
255,Geyser,Gas,Proton,NULL,6,NULL,NULL,NULL,Child Lock,NULL,White,5550,2023-03-04,2,4.4,Gurgaon,Flipkart,10,In Stock,24,Positive,No,NULL,Resolved,2023-04-08,Gurgaon,Havells Proton 6 L Gas Water Heater,user783
256,Kitchen Appliances,Air Fryer,ProLife Digi,NULL,4,NULL,NULL,Air Filtration System,Auto Shut-off,NULL,Black,9050,2023-02-17,2,4.6,Bhavnagar,Amazon,10,In Stock,24,Positive,No,NULL,Resolved,2023-03-24,Bhavnagar,Havells ProLife Digi 1230-Watt Air Fryer,user894
257,Fans,Ceiling Fan,Amelia,NULL,NULL,NULL,NULL,BLDC Motor,Smart Mode,5,Ivory,6550,2023-01-30,2,4.8,Jamnagar,Havells Store,5,In Stock,24,Positive,No,NULL,Resolved,2023-03-06,Jamnagar,Havells Amelia 1200mm Ceiling Fan,user995
258,Air Conditioner,Split AC,Lloyd GLS12I5FWGEV,1,NULL,NULL,NULL,Inverter,Golden Eva Coils,5,White,40100,2023-05-22,1,4.5,Cuttack,Reliance Digital,12,In Stock,12,Positive,No,NULL,Resolved,2023-06-26,Cuttack,Lloyd 1 Ton 5 Star Inverter Split AC,user118
259,Washing Machine,Top Load,Lloyd LWMT70,NULL,NULL,7,NULL,5D Wash,Fuzzy Logic,5,Grey,17100,2023-04-27,2,4.1,Bikaner,Amazon,10,In Stock,24,Positive,No,NULL,Resolved,2023-06-01,Bikaner,Lloyd 7 kg 5 Star Fully-Automatic Top Load Washing Machine,user229
260,Refrigerator,Single Door,Lloyd GLDF215SBBT2EB,NULL,215,NULL,NULL,Direct Cool,Stabilizer Free Operation,5,Maroon,17100,2023-03-24,1,4.4,Aligarh,Flipkart,10,In Stock,12,Positive,No,NULL,Resolved,2023-04-28,Aligarh,Lloyd 215 L 5 Star Direct Cool Single Door Refrigerator,user340
261,Water Purifier,RO,Zinger,NULL,6.5,NULL,NULL,RO+UV,Mineral Corrector,NULL,Silver,18100,2023-02-23,1,4.6,Kolhapur,Tata Cliq,10,In Stock,12,Positive,No,NULL,Resolved,2023-03-30,Kolhapur,Havells Zinger 6.5-litres RO+UV Water Purifier,user451
262,Fans,Exhaust Fan,Ventilair DSP,NULL,NULL,NULL,NULL,NULL,Powder Coated Finish,NULL,Grey,2020,2023-06-14,1,4.1,Siliguri,Amazon,8,In Stock,12,Positive,No,NULL,Resolved,2023-07-19,Siliguri,Havells Ventilair DSP 230mm Exhaust Fan,user562
263,Air Cooler,Personal,Cielo,NULL,22,NULL,NULL,Honeycomb Pads,Thermal Overload Protection,NULL,White,6550,2023-05-18,1,3.9,Ujjain,Croma,10,In Stock,12,Neutral,No,NULL,Resolved,2023-06-22,Ujjain,Havells Cielo 22L Personal Air Cooler,user673
264,Geyser,Storage,Puro Plus,NULL,25,NULL,NULL,Incoloy Glass Coated Heating Element,Adjustable Knob,5,Ivory,11100,2023-03-21,2,4.5,Jhansi,Flipkart,12,In Stock,24,Positive,No,NULL,Resolved,2023-04-25,Jhansi,Havells Puro Plus 25 L Storage Water Heater,user784
265,Kitchen Appliances,Oven Toaster Griller (OTG),Premia,NULL,24,NULL,NULL,6-element design,Motorized rotisserie,NULL,Black,7050,2023-02-09,1,4.4,Nellore,Amazon,10,In Stock,12,Positive,No,NULL,Resolved,2023-03-16,Nellore,Havells Premia 24-Litre Oven Toaster Griller,user895
266,Fans,Ceiling Fan,Efficiencia Neo,NULL,NULL,NULL,NULL,BLDC Motor,Energy Saving,5,Brown,3250,2023-01-13,2,4.3,Erode,Havells Store,5,In Stock,24,Positive,No,NULL,Resolved,2023-02-17,Erode,Havells Efficiencia Neo 1200mm Ceiling Fan,user996
267,Air Conditioner,Split AC,Lloyd GLS24I5FWGAV,2,NULL,NULL,NULL,Inverter,4-way Swing,5,White,60200,2023-05-06,1,4.3,Belgaum,Reliance Digital,15,In Stock,12,Positive,No,NULL,Resolved,2023-06-10,Belgaum,Lloyd 2 Ton 5 Star Inverter Split AC,user119
268,Washing Machine,Front Load,Lloyd LWMF90,NULL,NULL,9,NULL,Inverter Motor,Allergy Safe,5,Graphite,35200,2023-04-13,2,4.5,Mangalore,Amazon,12,In Stock,24,Positive,No,NULL,Resolved,2023-05-18,Mangalore,Lloyd 9 kg 5 Star Inverter Fully-Automatic Front Loading Washing Machine,user230
269,Refrigerator,Double Door,Lloyd GLFF342ADST2EB,NULL,342,NULL,NULL,Frost Free,Deodorizer,2,Steel,32200,2023-03-06,1,4.2,Tirunelveli,Flipkart,10,In Stock,12,Positive,No,NULL,Resolved,2023-04-10,Tirunelveli,Lloyd 342 L 2 Star Frost Free Double Door Refrigerator,user341
